kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A68143001,삼성래미안1차,울산광역시 중구 약사동 612-38 삼성래미안1차,분양,개별난방,78067.0,8,594.0,삼성물산(주),삼성물산(주),0522910666, ,아파트,울산광역시 중구 약사로 10,위탁관리,계단식,20011221,0522910667,594,66554.46,216.0,240.0,138.0,0.0,49263.4494,3111011700,12,12,0,25,44473
A68143002,삼성래미안2차,울산광역시 중구 약사동 707 삼성래미안2차,분양,개별난방,151457.0,20,1004.0,삼성물산(주)건축사업부,삼성물산(주),0522811336, ,아파트,울산광역시 중구 약사로 25,위탁관리,계단식,20040728,0522811366,1004,96957.9,0.0,667.0,255.0,82.0,96957.9021,3111011700,12,12,1,0,44480
A10020849,현대글로리아아파트,울산광역시 중구 반구동 565-1 현대글로리아아파트,분양,개별난방,9886.89,1,112.0,건축물대장미표기,건축물대장미표기,05228122568, ,아파트,울산광역시 중구 반구로 58,위탁관리,계단식,19910903, ,112,9886.89,0.0,112.0,0.0,0.0,7858.34,3111011800,14,14,1,0,
A10026818,소담팰리스,울산광역시 중구 반구동 106-3 소담팰리스,분양,개별난방,15377.494,1,216.0,(주)대유건설,(주)아름다운사람들,0522948720, ,도시형 생활주택(아파트),울산광역시 중구 화합로 379,위탁관리,복도식,20170111,0522948721,270,11787.369,216.0,0.0,0.0,0.0,4770.8844,3111011800,16,16,5,3,44513
A10028075,e편한세상 강변,울산광역시 중구 반구동 679 e편한세상 강변,분양,개별난방,170231.0,11,1112.0,고려개발,(주)화인파트너스,0522810038,cafe.naver.com/banguroapt,아파트,울산광역시 중구 반구로 55,위탁관리,계단식,20150302,0522810039,1112,123384.67,0.0,996.0,116.0,0.0,94900.9396,3111011800,21,21,2,29,44502
A68126001,유로캐슬아파트,울산광역시 중구 반구동 449-16 유로캐슬아파트,분양,개별난방,21871.0,1,156.0,대양종합건설(주),보산주택(주),0522811331, ,주상복합,울산광역시 중구 염포로 26,위탁관리,혼합식,20050420,0522810085,156,18972.295,0.0,156.0,0.0,0.0,12766.44,3111011800,15,15,4,0,44500
A68126003,현대그랜드,울산광역시 중구 반구동 290-3 현대그랜드,분양,개별난방,20493.0,1,230.0,대지건설(주),주택조합,0522948122, ,아파트,울산광역시 중구 반구정9길 20,위탁관리,복도식,19930928,0522948121,230,17521.4,0.0,230.0,0.0,0.0,14490,3111011800,15,15,4,2,44499
A68126004,한라그랜드,울산광역시 중구 반구동 290-2 한라그랜드,분양,개별난방,21497.758,1,238.0,(주)한라종합건설,(주)한라종합건설,0522970867, ,아파트,울산광역시 중구 반구정9길 10,위탁관리,혼합식,19941212,0522970867,238,19097.55,187.0,51.0,0.0,0.0,15249.735,3111011800,15,15,1,4,44499
A68171301,울산반구동신동아파밀리에,울산광역시 중구 반구동 448-3 울산반구동신동아파밀리에,분양,개별난방,47984.0,5,290.0,신동아건설,한국토지신탁,0522824002, ,주상복합,울산광역시 중구 반구정15길 8,위탁관리,혼합식,20141030,0522824003,290,27461.588,48.0,242.0,0.0,0.0,20678.181,3111011800,18,18,3,8,44500
A68180401,세창짜임아파트,울산광역시 중구 반구동 215 세창짜임아파트,분양,,36589.527,2,244.0,(주)세창,원명주택/현대별빛채,0522940443, ,주상복합,울산광역시 중구 화합로 404,위탁관리,계단식,20060503,0522940443,244,27230.59,0.0,244.0,0.0,0.0,20475.20357,3111011800,15,15,3,11,44514
A10021007,청구하이츠 아파트,울산광역시 남구 무거동 828-3 청구하이츠 아파트,분양,개별난방,13720.7,1,119.0,모름,모름,0522775176,https://cafe.naver.com/sinbokro54,아파트,울산광역시 남구 신복로 54,자치관리,계단식,19900817, ,119,10099.53,0.0,119.0,0.0,0.0,10099.53,3114010100,1,15,0,0,
A10022605,문수비스타동원,울산광역시 남구 무거동 1184-1 문수비스타동원,분양,개별난방,103393.78,10,663.0,(주)동원개발,삼호주공아파트주택재건축조합,0522779776, ,아파트,울산광역시 남구 삼호로 68,위탁관리,계단식,20240503,0522779777,663,69567.734,193.0,435.0,35.0,0.0,51643.5543,3114010100,18,18,2,20,44640
A10023556,울산대이즈플레이스,울산광역시 남구 무거동 1527-4 울산대이즈플레이스,분양,개별난방,19404.35,1,111.0,창비건설,(주)이채,0522397334, ,주상복합,,위탁관리,복도식,20181130,0522397334,111,13571.05,18.0,93.0,0.0,0.0,6680.74,3114010100,20,20,4,5,44602
A10024243,무거한라3차아파트,울산광역시 남구 무거동 1543 무거한라3차아파트,분양,개별난방,10583.0,1,120.0,한라주택,한라주택,0522491126, ,아파트,울산광역시 남구 신복로72번길 28-42,위탁관리,계단식,19960827,022491126,120,10560.0,48.0,72.0,0.0,0.0,8995.44,3114010100,12,12,1,0,44600
A68019009,삼호시영,울산광역시 남구 무거동 1448-1 삼호시영,분양,개별난방,12056.0,1,200.0,종합건설본부,종합건설본부,0522776435, ,아파트,울산광역시 남구 삼호로48번길 1,자치관리,복도식,19920730,0522776435,200,11239.8,200.0,0.0,0.0,0.0,7980,3114010100,12,12,0,2,44641
A68019017,굴화주공2-2,울산광역시 남구 무거동 276-1 굴화주공2-2,분양,개별난방,41747.266,7,480.0,(주)해강,대한주택공사,0522210638,www.hebibi.com/2131,아파트,울산광역시 남구 굴화4길 22,위탁관리,계단식,19961217,0529420638,480,41744.4,480.0,0.0,0.0,0.0,28795.2,3114010100,18,18,1,14,44631
A68075501,무거롯데캐슬,울산광역시 남구 무거동 1584 무거롯데캐슬,분양,개별난방,54813.062,5,272.0,(주)롯데건설,(주)승보건설,0529036013, ,아파트,울산광역시 남구 신복로79번길 14,위탁관리,계단식,20091029,0522237710,272,37771.31,0.0,140.0,81.0,51.0,30427.2541,3114010100,15,15,3,10,44609
A68075502,무거위브자이,울산광역시 남구 무거동 1594 무거위브자이,분양,개별난방,188839.0,13,922.0,"GS자이,두산건설",무거산호아파트주택재건축정비사업조합,0522478822,www.joyapt.com/4746,아파트,울산광역시 남구 북부순환도로 35,위탁관리,계단식,20130830,0522476622,923,132630.83,0.0,272.0,552.0,98.0,104588.188,3114010100,25,25,2,23,44629
A68075503,무거태화강서희스타힐스,울산광역시 남구 무거동 130-6 무거태화강서희스타힐스,분양,개별난방,26218.479,2,164.0,(주)서희건설,(주)오리온밸리,0522499952,joyapt.com/4727,아파트,울산광역시 남구 남산로12번길 7-7,자치관리,혼합식,20140318,0522499953,164,16979.662,0.0,164.0,0.0,0.0,12921.791,3114010100,20,20,2,6,44628
A68075504,무거동한신휴플러스,울산광역시 남구 무거동 1603 무거동한신휴플러스,분양,개별난방,36581.773,5,260.0,한신공영,아시아신탁,0522217739, ,아파트,울산광역시 남구 남부순환도로 86,위탁관리,계단식,20140220,0522217740,260,29424.87,0.0,260.0,0.0,0.0,22094.6245,3114010100,18,18,1,8,44614
A68080714,굴화주공2-1,울산광역시 남구 무거동 276-1 굴화주공2-1,분양,개별난방,26793.53,4,356.0,(주)해강,주택공사,0522212370,www.hebibi.com/400,아파트,울산광역시 남구 굴화4길 22,위탁관리,복도식,19951217,0522212736,366,25098.0,356.0,0.0,0.0,0.0,16793.41,3114010100,15,18,1,4,44631
A68080723,굴화주공1단지,울산광역시 남구 무거동 275-1 굴화주공1단지,분양,개별난방,90419.48,12,1046.0,"반도,성지건설",LH공사,0522210224,www.ghdure.com,아파트,울산광역시 남구 굴화4길 20,자치관리,계단식,19970410,0522212945,1046,81824.0,1046.0,0.0,0.0,0.0,62749.54,3114010100,20,20,0,29,44630
A68080804,협성벽산,울산광역시 남구 무거동 569-4 협성벽산,분양,개별난방,15162.0,1,163.0,(주)협성르네상스,(주)협성르네상스,0522775234, ,아파트,울산광역시 남구 대학로21번길 25,위탁관리,복도식,19900829,0522775233,163,15161.191,0.0,163.0,0.0,0.0,11550.18,3114010100,15,15,0,2,44617
A68080808,협성현대,울산광역시 남구 무거동 931-1 협성현대,분양,개별난방,19195.2,1,180.0,현대건설,협성르네상스,0522772815, ,아파트,울산광역시 남구 대학로1번길 61,자치관리,혼합식,19891223,0522772825,180,19195.2,0.0,180.0,0.0,0.0,14564.4,3114010100,15,15,1,5,44618
A68080813,남운그린힐,울산광역시 남구 무거동 927-6 남운그린힐,분양,개별난방,25488.75,1,315.0,남운개발,남운개발,0522772313, ,아파트,울산광역시 남구 신복로79번길 8,위탁관리,복도식,19880510,0522472312,316,25488.75,315.0,0.0,0.0,0.0,18269.55,3114010100,15,15,0,3,44609
A68080815,웰츠타워,울산광역시 남구 무거동 461 웰츠타워,분양,개별난방,59389.37,2,253.0,KCC건설,(주)왕건종합건설,0522234777,cafe.daum.net/ulsanwelltztower,주상복합,울산광역시 남구 대학로 164,위탁관리,계단식,20071128,0522232777,253,38667.6,0.0,0.0,92.0,161.0,32286.2017,3114010100,25,25,5,8,44611
A68080821,옥현주공1단지,울산광역시 남구 무거동 477-1 옥현주공1단지,분양,개별난방,69065.09,11,733.0,"(주)경동, 성지건설",대한주택공사,0522222926,cafe.daum.net/ohj1apt,아파트,울산광역시 남구 옥현로 92-13,위탁관리,계단식,20000403,0522224775,733,68090.945,733.0,0.0,0.0,0.0,43306.3,3114010100,20,20,1,21,44612
A68080822,옥현주공2차,울산광역시 남구 무거동 478-1 옥현주공2차,분양,개별난방,97677.625,11,834.0,(주)한양,대한주택공사,0522222927, ,아파트,울산광역시 남구 옥현로 92-12,위탁관리,계단식,20000403,0522222928,834,96680.68,252.0,582.0,0.0,0.0,64469.16,3114010100,18,18,0,25,44613
A68080824,옥현으뜸마을주공3단지,울산광역시 남구 무거동 488-13 옥현으뜸마을주공3단지,분양,개별난방,161377.17,18,1412.0,(주)SK건설,(주)LH공사,0522473450,www.joyapt.com/home/user/1797/,아파트,울산광역시 남구 옥현로 34,위탁관리,계단식,20011105,0522473411,1412,137791.14,554.0,858.0,0.0,0.0,103916.42,3114010100,20,20,2,0,44615
A68080902,무거선경,울산광역시 남구 무거동 833-1 무거선경,분양,개별난방,15543.0,1,165.0,선경건설,선경건설,0522777637, ,아파트,울산광역시 남구 신복로 67,위탁관리,복도식,19910420,0522777631,165,15542.94,0.0,165.0,0.0,0.0,12512.025,3114010100,15,15,0,2,44609
A68080903,쌍용스윗닷홈,울산광역시 남구 무거동 835 쌍용스윗닷홈,분양,개별난방,24240.88,2,161.0,도원건설,쌍용건설,0522230136, ,아파트,울산광역시 남구 신복로35번길 6,위탁관리,계단식,20020814,0522230146,161,19381.094,0.0,107.0,54.0,0.0,15620.382,3114010100,15,15,0,6,44608
A68080920,무거현대,울산광역시 남구 무거동 832-2 무거현대,분양,개별난방,69341.0,3,677.0,현대건설(주),신동성개발(주),0522242904, ,아파트,울산광역시 남구 신복로71번길 12,위탁관리,혼합식,19950211,0522242905,677,64717.42,275.0,400.0,2.0,0.0,47973.7116,3114010100,20,20,0,16,44609
A68081016,삼호,울산광역시 남구 무거동 1183-1 삼호,분양,개별난방,33247.0,3,400.0,대능건설(주),울산광역시,0522476755, ,아파트,울산광역시 남구 삼호로 64,위탁관리,복도식,19920714,0522476756,400,33058.0,400.0,0.0,0.0,0.0,23860,3114010100,13,13,0,5,44640
A68081201,무거한라4차,울산광역시 남구 무거동 1539 무거한라4차,분양,개별난방,19423.97,1,152.0,(주)한라종합건설,(주) 한라종합건설,0522231166, ,아파트,울산광역시 남구 대학로147번길 89,위탁관리,계단식,19970628,0522496270,152,14166.703,73.0,79.0,0.0,0.0,11058.96,3114010100,20,20,2,4,44601
A68081205,무거한라2차,울산광역시 남구 무거동 1538 무거한라2차,분양,개별난방,18017.6,1,170.0,한라종합건설,한라종합건설,0522497150, ,아파트,울산광역시 남구 대학로147번길 73,위탁관리,계단식,19960617,0529497151,170,11985.74,98.0,72.0,0.0,0.0,11985.74,3114010100,18,18,1,5,44601
A68081207,무거동서그린맨션,울산광역시 남구 무거동 1549-2 무거동서그린맨션,분양,개별난방,17545.0,1,172.0,(주)동서건설,(주)동서건설,0522493432, ,아파트,울산광역시 남구 신복로46번길 35-37,위탁관리,계단식,19960213,0529003431,172,15898.0,95.0,77.0,0.0,0.0,12215.065,3114010100,20,20,0,2,44603
A68081211,무거한라1차,울산광역시 남구 무거동 1535-1 무거한라1차,분양,개별난방,18324.0,1,194.0,한라건설,한라,0522470710, ,아파트,울산광역시 남구 신복로46번길 26,위탁관리,계단식,19960104,0529420711,194,16449.605,154.0,40.0,0.0,0.0,12540,3114010100,20,20,1,5,44603
A68081212,무거청구맨션,울산광역시 남구 무거동 1551 무거청구맨션,분양,개별난방,31184.0,2,285.0,청구산업개발,청구산업개발,0522240243, ,아파트,울산광역시 남구 신복로72번길 28-23,위탁관리,계단식,19971030,0529480243,285,26221.488,127.0,158.0,0.0,0.0,21016.125,3114010100,20,20,2,0,44600
A68081219,신복현대아파트,울산광역시 남구 무거동 1553 신복현대아파트,분양,개별난방,58245.41,3,651.0,현대산업개발,(주)현대자동차,0522499040, ,아파트,울산광역시 남구 신복로72번길 29,위탁관리,복도식,19960422,0522244950,651,53801.895,651.0,0.0,0.0,0.0,38903.76,3114010100,22,22,2,8,44604
A10023062,금오그린아파트,울산광역시 남구 옥동 281-1 금오그린아파트,분양,개별난방,11911.0,1,144.0,(주)금오개발,(주)금오개발,0522746465, ,아파트,울산광역시 남구 문수로295번길 4,위탁관리,계단식,19980225,0522696465,144,10315.44,72.0,72.0,0.0,0.0,10315.44,3114010200,9,9,1,8,44645
A68008015,도성타운아파트,울산광역시 남구 옥동 1385-4 도성타운아파트,분양,개별난방,48467.28,5,516.0,도성건설,도성건설,0522677639, ,아파트,울산광역시 남구 문수로369번길 59,자치관리,복도식,19910406,0529427639,516,48467.28,12.0,504.0,0.0,0.0,35320.14,3114010200,15,15,1,9,44649
A68072801,대공원한신휴플러스,울산광역시 남구 옥동 1418 대공원한신휴플러스,분양,개별난방,42804.336,6,263.0,한신공영(주),(주)인베이스디엔시,0522570022, ,아파트,울산광역시 남구 대공원로99번길 19,위탁관리,계단식,20111125,0529034970,263,30365.76,0.0,240.0,23.0,0.0,23123.189,3114010200,13,13,1,12,44664
A68078005,현대대륙아파트,울산광역시 남구 옥동 157-5 현대대륙아파트,분양,개별난방,24135.05,2,225.0,현대산업개발,대륙주택개발(주),0522675311, ,아파트,울산광역시 남구 거마로 22,위탁관리,계단식,19891213,0522675311,225,23237.28,0.0,225.0,0.0,0.0,19068.075,3114010200,15,15,1,8,44653
A68084308,대공원롯데인벤스,울산광역시 남구 옥동 130 대공원롯데인벤스,분양,개별난방,59675.12,7,298.0,(주)롯데기공,유한주택(주),0522271777, ,아파트,울산광역시 남구 대공원로141번길 8,위탁관리,계단식,20060131,0529032777,298,49968.6,0.0,26.0,120.0,152.0,40360.6636,3114010200,14,14,1,7,44665
A68084314,대공원현대아파트,울산광역시 남구 옥동 129-6 대공원현대아파트,분양,개별난방,54979.93,3,499.0,현대건설,현대건설,0522650645, ,아파트,울산광역시 남구 대공원로115번길 10,위탁관리,계단식,19920227,0522650650,499,49183.12,0.0,499.0,0.0,0.0,38401.875,3114010200,14,14,0,21,44664
A68084316,옥동현대,울산광역시 남구 옥동 182 옥동현대,분양,개별난방,60049.58,3,544.0,(주)현대건설,"(주)현대건설,(주)세한주택",0522663731, ,아파트,울산광역시 남구 은월로2번길 7,위탁관리,계단식,19970224,0529493731,544,60049.58,0.0,464.0,80.0,0.0,48195.654,3114010200,20,20,2,16,44644
A68084403,상아타워맨션,울산광역시 남구 옥동 177-2 상아타워맨션,분양,개별난방,21917.7,1,170.0,(주)상아개발,(주)상아개발,0522679776, ,아파트,울산광역시 남구 은월로 22,자치관리,혼합식,19901228,0522679776,170,21917.36,0.0,140.0,30.0,0.0,15230.9,3114010200,15,15,1,3,44646
A68084407,대륙2차현대아파트,울산광역시 남구 옥동 162 대륙2차현대아파트,분양,개별난방,31086.0,2,265.0,현대산업개발(주),대륙건설(주),0522663594, ,아파트,울산광역시 남구 은월로40번길 8,위탁관리,계단식,19910517,0529663594,265,30505.0,0.0,235.0,0.0,30.0,24455.8625,3114010200,15,15,0,9,44646
A68084417,도성,울산광역시 남구 옥동 1386 도성,분양,개별난방,49191.84,11,678.0,(주)대우건설,도성건설(주),0522742981, ,아파트,울산광역시 남구 문수로369번길 58,위탁관리,계단식,19870401,0529547654,678,49191.84,678.0,0.0,0.0,0.0,33978.78,3114010200,6,6,0,0,44648
A68084501,옥서홈타운,울산광역시 남구 옥동 191-1 옥서홈타운,분양,개별난방,12879.27,1,150.0,한주석유화학지원,한주석유화학지원,0522727991, ,아파트,울산광역시 남구 법대로87번길 23,위탁관리,계단식,19950112,0522727992,150,8941.5,150.0,0.0,0.0,0.0,8941.5,3114010200,15,15,1,5,44644
A68084504,한라한솔타운,울산광역시 남구 옥동 268 한라한솔타운,분양,개별난방,26410.0,1,186.0,(주)한라종합건설,(주)한라종합건설,0522756872, ,아파트,울산광역시 남구 대공원입구로9번길 15,위탁관리,계단식,19980602,0522756872,186,20178.51,66.0,80.0,0.0,40.0,16170.4,3114010200,20,20,2,5,44662
A68084506,한양코아,울산광역시 남구 옥동 196 한양코아,분양,개별난방,25138.0,3,225.0,한양,코아건설,0522675223, ,아파트,울산광역시 남구 문수로335번길 20,위탁관리,계단식,19891101,0522675224,225,22029.18,0.0,219.0,4.0,2.0,18229.5,3114010200,15,15,1,8,44646
A68084509,서강파크2차,울산광역시 남구 옥동 185 서강파크2차,분양,개별난방,36630.0,3,299.0,서강건설,서강건설,0522688345, ,아파트,울산광역시 남구 은월로2번길 39,자치관리,복도식,19890519,0522688345,299,36572.184,0.0,298.0,0.0,1.0,25272,3114010200,16,16,0,3,44644
A68084510,옥동삼익,울산광역시 남구 옥동 255-2 옥동삼익,분양,개별난방,36515.0,3,299.0,삼익주택(주),삼익주택(주),0529335893,joyapt.com/home/user/1155/,아파트,울산광역시 남구 문수로302번길 8,위탁관리,계단식,19990513,0529665893,299,31578.26,99.0,160.0,0.0,40.0,25131.96,3114010200,20,20,1,8,44661
A68084511,옥동롯데인벤스로얄,울산광역시 남구 옥동 191-69 옥동롯데인벤스로얄,분양,개별난방,48807.28,3,299.0,(주)롯데건설,대명산업개발(주),0522270208,cafe.daum.net/invensroyal,아파트,울산광역시 남구 문수로335번길 27,위탁관리,계단식,20061127,0522270201,299,38267.86,0.0,187.0,56.0,56.0,30569.59,3114010200,21,21,2,0,44644
A68084512,성도,울산광역시 남구 옥동 191-58 성도,분양,개별난방,33485.0,1,332.0,성도개발(주),성도개발(주),0522727976, ,아파트,울산광역시 남구 문수로335번길 51,위탁관리,계단식,19971229,0529331335,332,33485.0,139.0,193.0,0.0,0.0,24641.39,3114010200,25,25,1,2,44644
A68084513,옥동서광,울산광역시 남구 옥동 257 옥동서광,분양,개별난방,57972.02,3,413.0,(주)서광건설산업,(주)서광건설산업,0522674181, ,아파트,울산광역시 남구 문수로314번길 11,위탁관리,계단식,19981229,0529314181,413,47360.605,92.0,216.0,36.0,69.0,38130.02,3114010200,20,20,1,11,44661
A10025046,대공원호반베르디움2차,울산광역시 남구 두왕동 747-2 대공원호반베르디움2차,분양,개별난방,96515.0,12,561.0,(주)호반건설,(주)호반건설,0522762700, ,아파트,울산광역시 남구 테크노산업로82번길 52,위탁관리,계단식,20200204,0522762702,561,61197.48,0.0,561.0,0.0,0.0,47660.8231,3114010300,15,15,2,0,44776
A10025068,대공원 호반베르디움3차,울산광역시 남구 두왕동 747-1 대공원 호반베르디움3차,분양,개별난방,23714.863,2,173.0,호반건설(주),호반건설(주),0522769957, ,아파트,울산광역시 남구 테크노산업로82번길 62,위탁관리,계단식,20191230,0522769958,173,14738.296,173.0,0.0,0.0,0.0,10370.7933,3114010300,15,15,2,6,44776
A10025173,대공원호반베르디움1차,울산광역시 남구 두왕동 748 대공원호반베르디움1차,분양,개별난방,64504.453,7,401.0,(주)호반건설,(주)호반건설,0522560333, ,아파트,울산광역시 남구 테크노산업로44번길 50,위탁관리,계단식,20191202,0522560233,401,43615.777,0.0,401.0,0.0,0.0,34059.2401,3114010300,15,15,2,13,44776
A10020462,울산대공원한신더휴,울산광역시 남구 신정동 1921 울산대공원한신더휴,분양,개별난방,53669.566,3,302.0,한신공영(주),마메종,0522589994, ,주상복합,울산광역시 남구 수암로 55,위탁관리,혼합식,20250725,0522589995,302,30770.379,0.0,302.0,0.0,0.0,22868.397,3114010400,31,31,3,9,
A10020865,신정수필아파트,울산광역시 남구 신정동 1626- 신정수필아파트,분양,개별난방,10278.18,4,120.0,휴스콘건설,동해주택,0522560855, ,아파트,울산광역시 남구 동산로29번길 15,위탁관리,계단식,19800206,0522560859,120,9338.4,0.0,120.0,0.0,0.0,9338.4,3114010400,5,5,1,0,
A10021615,울산신정행복주택,울산광역시 남구 신정동 599-1 울산신정행복주택,임대,개별난방,11547.0,1,100.0,(주)대영건설,LH한국토지주택공사,0522587739, ,아파트,울산광역시 남구 월평로21번길 19,위탁관리,복도식,20220627,0522677739,100,8176.0034,100.0,0.0,0.0,0.0,3018.44,3114010400,15,15,1,1,
A10021908,디아채1단지,울산광역시 남구 신정동 1241-5 디아채1단지,분양,개별난방,20857.0,1,108.0,(주)신한종합건설,대한토지신탁(주),0522695611, ,아파트,울산광역시 남구 거마로 124,자치관리,계단식,20040529,0522695615,108,17456.0,0.0,0.0,56.0,52.0,14337.4392,3114010400,15,15,1,0,
A10022392,문수로 아르티스,울산광역시 남구 신정동 1182-7 문수로 아르티스,분양,개별난방,48634.0,3,273.0,주식회사 일동,주식회사 하나자산신탁,022566770, ,아파트,울산광역시 남구 문수로463번길 16,위탁관리,계단식,20240826,0522566771,273,30429.482,0.0,273.0,0.0,0.0,23146.5003,3114010400,29,29,4,2,
A10023304,문수로대공원 에일린의뜰,울산광역시 남구 신정동 1178 문수로대공원 에일린의뜰,분양,개별난방,54791.453,5,384.0,아이에스동서(주),문수로대공원지구지역주택조합,0522611178, ,아파트,울산광역시 남구 봉월로 27,위탁관리,계단식,20230330,0522611179,384,38245.094,122.0,262.0,0.0,0.0,28654.2742,3114010400,25,25,2,0,44658
A10023689,문수로동문디이스트,울산광역시 남구 신정동 1165-3 문수로동문디이스트,분양,개별난방,25377.639,2,166.0,동문산업개발(주),(주)석,0522607739, ,주상복합,울산광역시 남구 돋질로 3,위탁관리,계단식,20220823,0522767739,166,17575.88,0.0,166.0,0.0,0.0,13490.3792,3114010400,33,33,4,6,44673
A10023811,문수로두산위브더제니스,울산광역시 남구 신정동 1128-1 문수로두산위브더제니스,분양,개별난방,45024.0,2,256.0,두산건설,시티건설,0522574900, ,주상복합,울산광역시 남구 문수로 487,위탁관리,기타,20220419,0522574901,256,29887.516,0.0,256.0,0.0,0.0,21665.9318,3114010400,37,37,5,11,44658
A10023870,문수로드림파크,울산광역시 남구 신정동 569-2 문수로드림파크,분양,개별난방,50522200.0,2,246.0,드림종합건설(주),에스타운건설,0522560056, ,주상복합,울산광역시 남구 월평로21번길 28,위탁관리,복도식,20220325,0522560057,246,12326.604,246.0,0.0,0.0,0.0,12326.604,3114010400,23,23,5,4,44670
A10026160,신정지웰아파트,울산광역시 남구 신정동 1911 신정지웰아파트,분양,개별난방,41787.004,2,200.0,신영건설,코람코자산신탁,0522749920, ,주상복합,울산광역시 남구 월평로171번길 26,위탁관리,계단식,20180620,0522749921,200,23310.77,0.0,200.0,0.0,0.0,16996.2175,3114010400,29,29,5,2,44686
A10026346,대공원코아루파크베르,울산광역시 남구 신정동 1127-53 대공원코아루파크베르,분양,개별난방,42518.934,1,231.0,세영종합건설주식회사,(주)정도,0522566570, ,주상복합,울산광역시 남구 문수로 482,위탁관리,복도식,20180416,0522566571,246,23916.783,22.0,209.0,0.0,0.0,16877.6279,3114010400,29,29,5,1,44667
A10027318,울산 신정동 양우 내안애팰리스,울산광역시 남구 신정동 1903 울산 신정동 양우 내안애팰리스,분양,개별난방,42779.41,1,217.0,양우건설(주),코람코자산신탁(주),0522678691,joyapt.com/home/user/4988/,주상복합,울산광역시 남구 봉월로 55,위탁관리,계단식,20161026,0522678693,217,23765.156,2.0,215.0,0.0,0.0,17795.612,3114010400,20,20,4,4,44656
A10027402,대공원대명루첸아파트,울산광역시 남구 신정동 815-5 대공원대명루첸아파트,분양,개별난방,85511.33,8,547.0,대명수안,대명수안,0522577072,211.106.218.71,아파트,울산광역시 남구 중앙로120번길 12-8,위탁관리,계단식,20161121,0522577074,547,60204.3,0.0,547.0,0.0,0.0,45517.5194,3114010400,29,29,2,0,44731
A10027785,유 씨 티,울산광역시 남구 신정동 770-15 유 씨 티,분양,개별난방,11958.86,1,183.0,지평건설,유씨티,0522568164, ,주상복합,울산광역시 남구 중앙로 139,자치관리,복도식,20151104,0522568165,183,6639.46,183.0,0.0,0.0,0.0,3694.57,3114010400,20,20,3,3,44730
A68001001,이안신정,울산광역시 남구 신정동 650-17 이안신정,분양,개별난방+기타,34650.04,3,151.0,대우,대우,0522753718,cafe.daum.net/iaansj,주상복합,울산광역시 남구 삼산로45번길 30,위탁관리,계단식,20070427,0522753719,195,18743.727,0.0,72.0,79.0,0.0,15091.115,3114010400,20,20,0,4,44676
A68001002,남산 포스코더샵,울산광역시 남구 신정동 1334-38 남산 포스코더샵,분양,개별난방,43461.55,3,263.0,포스코건설,진보공영,0522758666, ,아파트,울산광역시 남구 봉월로 133,위탁관리,계단식,20040130,0522758669,263,35930.54,0.0,135.0,128.0,0.0,27163.1842,3114010400,15,15,3,15,44624
A68001004,대공원코오롱파크폴리스,울산광역시 남구 신정동 1873 대공원코오롱파크폴리스,분양,개별난방,57600.03,2,202.0,코오롱글로벌주식회사,대한주택보증주식회사,0522568301, ,주상복합,울산광역시 남구 대공원로 241,위탁관리,계단식,20090819,0522568302,202,31838.82,0.0,0.0,82.0,120.0,31838.82,3114010400,38,38,6,2,44667
A68001005,동문아뮤티,울산광역시 남구 신정동 1874 동문아뮤티,분양,개별난방,65796.26,2,212.0,동문건설(주),현중산업(주),0522695532, ,주상복합,울산광역시 남구 번영로 195,위탁관리,계단식,20090727,0529035530,212,38218.52,0.0,0.0,100.0,112.0,27424.04,3114010400,33,33,6,9,44687
A68001006,울산신정푸르지오,울산광역시 남구 신정동 318 울산신정푸르지오,분양,개별난방,213572.64,13,1280.0,(주)대우건설,대한토지신탁(주),0522567739,www.sjprugio.pe.kr,아파트,울산광역시 남구 팔등로 85,위탁관리,계단식,20120724,0522560093,1284,151348.33,0.0,860.0,420.0,0.0,113529.4904,3114010400,33,33,2,24,44682
A68001007,문수로2차아이파크1단지,울산광역시 남구 신정동 1889 문수로2차아이파크1단지,분양,개별난방,110483.836,7,597.0,현대산업개발,현대산업개발,0522279750, ,아파트,울산광역시 남구 동산로69번길 13,위탁관리,계단식,20131231,0522279751,597,73957.5,0.0,274.0,323.0,0.0,57269.8698,3114010400,24,24,2,16,44656
A68001008,문수로2차아이파크2단지,울산광역시 남구 신정동 1890 문수로2차아이파크2단지,분양,개별난방,91405.0,6,488.0,현대산업개발(주),현대산업개발(주),0522279760, ,아파트,울산광역시 남구 동산로69번길 14,위탁관리,계단식,20131231,0522279765,488,60580.188,0.0,230.0,258.0,0.0,46688.4046,3114010400,26,26,2,0,44656
