kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A50670802,무들에코클래스,위탁관리,2,주식회사 케이비개발,위탁관리,2,주식회사 케이비개발,위탁관리,1,차량수거방식,위탁관리,2,도포식,철골철근콘크리트구조,1314,단일계약,위탁선임,R형,부스타방식,위탁관리,4,115,0,무,22,"관리사무소, 주민공동시설, 휴게시설, 자전거보관소",5분이내,,,,대형상가() 공원(),,3,0,Y
A50677124,라인1차,자치관리,5,,자치관리,8,,자치관리,4,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1831,단일계약,상주선임,P형,수도직결식,,0,724,0,무,56,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(우체국) 대형상가(LG하이프라자-첨단점) 공원(무양공원),초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교) 대학교(한국방송통신대),41,0,Y
A50681901,첨단대주,자치관리,2,,자치관리,2,,자치관리,1,차량수거방식,위탁관리,1,독이식,철근콘크리트구조,680,단일계약,위탁선임,P형,수도직결식,,0,192,0,무,37,"관리사무소, 주민공동시설, 어린이놀이터",5~10분이내,,,,관공서(첨단1동사무소) 병원(첨단병원) 대형상가(롯데슈퍼) 공원(쌍암공원),초등학교(첨단초교) 중학교(월계중) 고등학교(숭덕고) 대학교(남부대학교),4,0,Y
A50681921,첨단대우아파트,위탁관리,5,목송산업개발(주),위탁관리,12,목송산업개발(주),위탁관리,4,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,2350,단일계약,상주선임,P형,고가수조식,위탁관리,20,128,756,무,191,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5~10분이내,1호선,,20분초과,병원(희망치과의원) 대형상가(롯데마트) 공원(응암공원),초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고) 대학교(남부대),4,14,Y
A50682013,라인5차,자치관리,3,,자치관리,2,,위탁관리,3,차량수거방식,위탁관리,3,도포식,철근콘크리트구조,900,단일계약,위탁선임,P형,고가수조식,위탁관리,13,222,187,무,62,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,,,,"관공서(정부종합청사) 병원(희명치과의원) 대형상가(롯데마트) 공원(응암공원, 쌍암공원)",초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고) 대학교(과학기술대학교),4,4,Y
A50682019,선경아파트,위탁관리,4,현대아미스(주),위탁관리,8,현대아미스(주),위탁관리,4,차량수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,1400,단일계약,상주선임,P형,고가수조식,위탁관리,20,404,384,무,64,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간",5~10분이내,,,,병원(희명치과의원) 공원(응암공원),초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕고) 대학교(),5,0,Y
A50682020,금호아파트,위탁관리,4,(주)세종산업개발,위탁관리,6,대기산업,위탁관리,4,차량수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,1500,단일계약,상주선임,P형,고가수조식,위탁관리,19,470,223,무,82,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,,,20분초과,병원(희명치과의원) 공원(쌍암공원),초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고),2,0,Y
A50682104,첨단모아아파트,위탁관리(직영+위탁),2,성원산업개발(주),위탁관리(직영+위탁),4,성원산업개발(주),위탁관리(직영+위탁),2,차량수거방식,위탁관리,2,도포식,철근콘크리트구조,960,단일계약,위탁선임,P형,고가수조식,위탁관리,9,220,120,무,46,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,,,,"관공서(첨단1동사무소) 병원(첨단병원, 강내과의원) 대형상가(롯데마트) 공원(쌍암공원)",초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕고) 대학교(과학기술원),0,3,Y
A50682105,벽산아파트,자치관리(직영),8,,자치관리(직영),4,,자치관리(직영),2,차량수거방식,위탁관리,2,"도포식,독이식",철근콘크리트구조,700,단일계약,위탁선임,P형,고가수조식,위탁관리,8,169,150,무,52,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,1호선,,,"관공서(첨단1동사무소) 병원(내과, 안과, 치과, 이비인후과, 피부과, 산부인과, 종합병원, 보훈병원 등) 대형상가(롯데슈퍼) 공원(쌍암공원)","초등학교(정암초등학교) 고등학교(비아고, 숭덕고, 첨단고, 전자공고) 대학교(남부대학교)",0,7,Y
A50682110,금광아파트,위탁관리,2,목송산업개발(주),위탁관리,4,목송산업개발(주),위탁관리,2,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1180,단일계약,위탁선임,P형,고가수조식,위탁관리,12,192,220,무,50,"관리사무소, 노인정, 어린이놀이터, 기타",5분이내,,,,관공서(첨단1동주민센터) 병원(김준희소아과의원) 공원(쌍암공원),"초등학교(첨단초교) 중학교(비아중교) 고등학교(비아고,숭덕고) 대학교(남부대학교)",3,6,Y
A50682118,첨단동부아파트,자치관리,4,,위탁관리,6,미래공영,위탁관리,3,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1750,단일계약,상주선임,P형,고가수조식,위탁관리,16,375,346,무,72,"관리사무소, 노인정, 보육시설, 어린이놀이터",10~15분이내,1호선,,,관공서() 병원(첨단종합병원) 백화점() 대형상가() 공원(쌍암공원) 기타(),초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕) 대학교(남부대학교),0,15,Y
A50682222,호반2차,위탁관리(직영+위탁),3,성원산업개발(주),위탁관리(직영+위탁),4,성원산업개발(주),위탁관리(직영+위탁),3,음식물쓰레기종량제,위탁관리,2,독이식,철근콘크리트구조,84,기타,선정안함,P형,수도직결식,,0,473,0,무,63,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,,,,관공서(우체국) 병원(신세계치과의원) 대형상가(LG하이프라자) 공원(응암공원),"초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교) 대학교(남부대학교, 한국방송통신대학교)",10,0,Y
A50682309,첨단호반1차,자치관리,2,,자치관리,2,,자치관리,1,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,160,단일계약,위탁선임,P형,수도직결식,,0,164,66,무,10,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,,,,"관공서(우체국,농협,우리은행, 첨단2동사무소) 병원(임채선내과 ,정가정의학과의원,최치과) 공원(응암공원) 기타()",초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교),10,0,Y
A50682311,첨단서라아파트,자치관리,2,,위탁관리,2,목송산업개발,위탁관리,2,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1004,단일계약,선정안함,P형,수도직결식,,0,227,0,무,36,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,병원(장성한의원) 공원(응암공원),초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고등학교) 대학교(남부대학교),12,0,Y
A50682317,첨단남양파크,자치관리,3,,자치관리,4,,자치관리,1,차량수거방식,위탁관리,3,도포식,철근콘크리트구조,106,단일계약,선정안함,기타,고가수조식,,0,276,0,무,52,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(우체국) 병원(참사랑의원) 대형상가(롯데마트) 공원(무양공원),"초등학교(월계초교) 중학교(천곡중,첨단중교) 고등학교(숭덕고교) 대학교(한국방송통신대)",6,0,Y
A50682323,첨단두산1차,위탁관리(직영+위탁),3,미래공영 주식회사,자치관리(직영),4,,자치관리(직영),3,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,229,단일계약,위탁선임,P형,수도직결식,,0,468,0,무,10,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,1호선,,,관공서(우체국) 병원(최소아과의원) 대형상가(LG하이프라자) 공원(응암공원),초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교),10,0,Y
A10020765,한양에드가 3차 303동,위탁관리,,주식회사 케이비개발,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,,,,0,0,Y
A10020766,한양에드가 3차 302동,위탁관리,6,주식회사 케이비개발,,,,위탁관리,2,,위탁관리,,,조적구조,950,단일계약,위탁선임,R형,부스타방식,위탁관리,6,90,0,무,10,,5분이내,,,,,,0,0,Y
A10020778,한양에드가3차301동,위탁관리,2,주식회사 케이비개발,,,,위탁관리,2,차량수거방식,,,,,,,,,,,0,,,,,,5분이내,,,20분초과,,,0,0,Y
A10021697,첨단AM-City 5차,위탁관리,1,현대아미스(주),,,,위탁관리,1,차량수거방식,위탁관리,2,도포식,철근콘크리트구조,800,단일계약,위탁선임,P형,부스타방식,위탁관리,2,36,0,유,11,,5~10분이내,,,,,,1,0,Y
A10022617,힐스테이트 첨단,위탁관리,4,미래공영 주식회사,위탁관리,2,미래공영 주식회사,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철골콘크리트구조,3548,종합계약,상주선임,R형,부스타방식,위탁관리,10,0,478,유,202,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,,,,"관공서(첨단1동주민센터, 광주지방합동청사) 병원(우리병원, 첨단병원) 대형상가(롯데수퍼) 공원(쌍암공원)","초등학교(첨단초, 정암초) 중학교(월계중, 봉산중, 천곡중) 고등학교(숭덕고) 대학교(광주과학기술원)",0,10,Y
A10023211,첨단 중해마루힐2차,자치관리(직영),5,,위탁관리,2,현대아미스주식회사,위탁관리,3,음식물쓰레기종량제,위탁관리,5,"도포식,분무식",철근콘크리트구조,2950,단일계약,상주선임,R형,부스타방식,위탁관리,8,0,252,유,50,"관리사무소, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,,,,관공서(첨단1동 행정복지센터  960-7703) 병원(첨단종합병원 601-8000  광주보훈병원 602-6114) 공원(쌍암공원),,3,6,Y
A10024744,첨단대라수어썸시티주상복합,위탁관리,5,목송산업개발(주),위탁관리,4,목송산업개발(주),위탁관리,4,음식물쓰레기종량제,관리방식미정,5,독이식,철골철근콘크리트구조,1850,단일계약,상주선임,R형,부스타방식,위탁관리,6,352,0,유,121,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,,,20분초과,관공서() 병원() 대형상가() 공원() 기타(),초등학교() 중학교() 고등학교(),33,0,Y
A10024940,첨단중해마루힐1차,자치관리(직영),5,,위탁관리,2,주식회사케이비개발,위탁관리,2,음식물쓰레기종량제,위탁관리,5,독이식,철근콘크리트구조,1227,단일계약,상주선임,R형,부스타방식,위탁관리,7,426,0,유,80,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,20분초과,,,9,0,Y
A10025168,첨단대라수3차 주상복합,위탁관리,4,(주)대기산업,위탁관리,2,(주)그린환경개발,위탁관리,3,음식물쓰레기종량제,위탁관리,2,분무식,철근콘크리트구조,1727,종합계약,상주선임,R형,부스타방식,위탁관리,6,233,134,유,80,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,15~20분이내,"관공서(첨단지구대, 첨단1동행정복지센터, 첨단119안전센터) 병원(첨단종합병원, 보훈병원) 대형상가(롯데마트 첨단점) 공원(쌍암공원)","초등학교(첨단초등학교) 중학교(월봉중학교) 고등학교(광주전자공업고등학교, 숭덕고등학교, 첨단고등학교) 대학교(남부대학교, 방송통신대학교)",10,9,Y
A10025209,첨단 대라수2차 주상복합,위탁관리,2,(주)대기산업,위탁관리,2,(주)대기산업,위탁관리,2,음식물쓰레기종량제,위탁관리,5,독이식,철골콘크리트구조,1365,종합계약,위탁선임,R형,부스타방식,위탁관리,4,186,31,유,63,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,,,24,2,Y
A10025663,광주 쌍암힐스테이트리버파크아파트,위탁관리,9,주식회사 세종종합관리,위탁관리,6,주식회사 세종종합관리,위탁관리,15,음식물쓰레기종량제,자치관리,3,"도포식,독이식",철근콘크리트구조,7050,종합계약,상주선임,R형,부스타방식,위탁관리,34,0,1437,유,401,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,1호선,,20분초과,,,0,27,Y
A10025940,첨단대라수1차 아파트,위탁관리,4,주식회사 케이비개발,위탁관리,2,주식회사 케이비개발,위탁관리,3,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1914,단일계약,상주선임,R형,부스타방식,위탁관리,8,228,138,유,56,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,20분초과,,,0,15,Y
A10026297,첨단AM-City센트럴파크2차,위탁관리,2,목송산업개발(주),위탁관리,2,목송산업개발,위탁관리,2,음식물쓰레기종량제,위탁관리,5,독이식,철골철근콘크리트구조,1400,단일계약,위탁선임,R형,부스타방식,위탁관리,9,242,0,무,96,"관리사무소, 주민공동시설, 자전거보관소",5분이내,,,20분초과,관공서() 병원() 대형상가() 공원(),,4,0,Y
A10026853,쌍암 중흥 S 클래스 리버시티 주상복합아파트,위탁관리,4,현대아미스(주),위탁관리,3,현대아미스(주),위탁관리,3,음식물쓰레기종량제,위탁관리,3,,철근콘크리트구조,1850,단일계약,상주선임,R형,부스타방식,위탁관리,9,0,500,유,130,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",5분이내,1호선,,,병원() 공원(),초등학교() 중학교(),0,27,Y
A10027828,첨단도휘에드가,위탁관리,2,(주)케이비개발,자치관리(직영),2,,자치관리(직영),1,차량수거방식,위탁관리,2,도포식,철골철근콘크리트구조,1125,종합계약,위탁선임,R형,부스타방식,위탁관리,6,0,168,무,57,"관리사무소, 노인정",5~10분이내,,,,,,0,0,Y
A10027876,첨단AM-City센트럴파크,위탁관리,6,목송산업개발(주),위탁관리,2,목송산업개발(주),위탁관리,2,음식물쓰레기종량제,위탁관리,3,도포식,철골철근콘크리트구조,2000,단일계약,상주선임,R형,부스타방식,위탁관리,8,264,0,유,113,관리사무소,5~10분이내,,,,,,2,0,Y
A50630501,첨단부영e그린타운1차,자치관리,4,,위탁관리,4,주식회사 케이비개발,위탁관리,3,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1523,단일계약,상주선임,R형,부스타방식,위탁관리,13,301,214,유,46,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,,,,병원(광주보훈병원) 대형상가(롯데마트) 공원(대산공원),초등학교(봉산초교) 중학교(봉산중교) 고등학교(광주전자공고) 대학교(남부대),11,0,Y
A50630502,첨단3차부영,위탁관리,4,주식회사 케이비개발,위탁관리,11,주식회사케이비개발,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1350,단일계약,상주선임,R형,부스타방식,위탁관리,19,289,279,무,84,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,"병원(보훈병원) 대형상가(롯데마트,폭스존,) 공원(강변 공원/ 시민공원)",초등학교(첨단초교) 중학교(비아중교) 고등학교(숭덕고교) 대학교(남부대),9,0,Y
A50630503,첨단3-5차호반리젠시빌,위탁관리,4,주식회사 세종종합관리,위탁관리,4,(주)세종종합관리,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1725,단일계약,상주선임,R형,부스타방식,위탁관리,18,336,272,무,89,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5분이내,1호선,,20분초과,"병원(첨단병원,보훈병원) 대형상가(엘씨타워,롯데마트) 공원(어린이교통공원)",초등학교(산월초) 중학교(봉산중) 고등학교(숭덕고) 대학교(남부대),4,9,Y
A50630504,첨단3-2차호반리젠시빌,위탁관리,4,목송산업개발(주),위탁관리,4,목송산업개발(주),위탁관리,5,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1500,단일계약,상주선임,P형,부스타방식,위탁관리,20,428,268,무,96,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5분이내,,,,관공서() 병원(광주보훈병원) 대형상가(롯데마트) 공원(무양공원) 기타(),초등학교(월봉초교) 중학교(월봉중교) 고등학교(광주전자고등학교) 대학교(남부대),0,7,Y
A50630505,첨단사랑으로7차부영,위탁관리,5,대호안전관리,위탁관리,6,대호안전관리공사,위탁관리,5,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,2600,단일계약,상주선임,R형,부스타방식,위탁관리,23,415,370,무,107,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,,,,병원(보훈병원) 공원(무양공원),"초등학교(봉산초) 중학교(봉산중) 고등학교(첨단고,전자공고) 대학교(남부대)",0,10,Y
A50630506,첨단호반3-3차,위탁관리,4,성원산업개발(주),위탁관리,6,성원산업개발(주),위탁관리,5,차량수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,24,490,336,무,92,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,병원(광주보훈병원) 대형상가(롯데마트) 공원(무양공원),초등학교(월봉초교) 중학교(월봉중교) 고등학교(광주전자공고) 대학교(남부대),3,2,Y
A50630507,첨단6차부영아파트,위탁관리,5,(주)대호안전관리공사,위탁관리,6,(주)대호안전관리공사,위탁관리,5,음식물쓰레기종량제,위탁관리,3,"도포식,독이식",철골철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,24,496,407,무,167,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교() 대학교(),23,4,Y
A50630508,첨단부영1차,위탁관리,7,주식회사 케이비개발,위탁관리,8,주식회사 케이비개발,위탁관리,8,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,45,1370,638,무,230,,5분이내,,,,"관공서() 병원(보훈병원) 대형상가(엘씨타워,롯데마트) 공원(대상공원) 기타()","초등학교(봉산초) 중학교(봉산중,월계중) 고등학교(첨단고,숭덕고) 대학교(남부대)",12,0,Y
A50670501,첨단부영2차,위탁관리,4,(주)대기산업,위탁관리,6,(주)대기산업,위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,1977,단일계약,상주선임,P형,부스타방식,위탁관리,20,436,252,무,97,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(첨단2동사무소) 병원(광주보훈병원) 대형상가(롯데마트) 공원(무양공원),초등학교(봉산초교) 중학교(봉산중교) 고등학교(광주전자공고) 대학교(남부대),14,1,Y
A50670502,첨단3-1차호반리젠시빌,위탁관리,3,미래공영 주식회사,위탁관리,3,미래공영(주),위탁관리,3,음식물쓰레기종량제,위탁관리,3,도포식,철근콘크리트구조,1150,단일계약,상주선임,P형,부스타방식,위탁관리,12,238,160,무,64,,5~10분이내,,,,"병원(광주보훈병원) 대형상가(롯데마트) 공원(무양공원,체육공원)","초등학교(봉산초, 월봉초) 중학교(봉산중, 월봉중) 고등학교(광주전자공고) 대학교(남부대)",2,6,Y
A10024939,신창유탑유블레스,위탁관리,4,현대아미스(주),위탁관리,4,현대아미스(주),위탁관리,4,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,3400,단일계약,상주선임,R형,부스타방식,관리방식미정,15,76,519,유,121,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,,,20분초과,,초등학교(풍영초등학교),12,0,Y
A10026620,신창대라수아파트,위탁관리,1,현대아미스(주),위탁관리,2,현대아미스(주),위탁관리,1,음식물쓰레기종량제,위탁관리,2,기구부착식,철골철근콘크리트구조,887,종합계약,위탁선임,R형,부스타방식,위탁관리,5,86,117,유,38,"관리사무소, 노인정, 어린이놀이터",5분이내,,,20분초과,,,5,5,Y
A10027313,신창 대광로제비앙아파트,위탁관리,4,성원산업개발(주),위탁관리,4,성원산업개발(주),위탁관리,5,차량수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,2850,단일계약,상주선임,R형,부스타방식,위탁관리,17,144,536,유,110,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5분이내,,,10~15분이내,관공서(신창주민센터  신창우체국) 병원(KS병원  수완병원) 대형상가(롯데마트  농협하나로마트) 공원(신창역사문화공원),초등학교(풍영초등학교) 중학교(신창중학교  신가중학교) 고등학교(진흥고등학교  전남공업고등학교) 대학교(광주보건대학교),13,1,Y
A50630601,신창2차남양휴튼,자치관리,2,,자치관리,3,,위탁관리,2,음식물쓰레기종량제,위탁관리,2,도포식,철근콘크리트구조,1136,단일계약,위탁선임,R형,부스타방식,위탁관리,7,85,243,유,48,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,병원(신화치과) 공원(신창역사문화공원),초등학교(선창초) 중학교(신가중) 고등학교(진흥고) 대학교(보건대),7,3,Y
A50630602,신가삼능,위탁관리,2,목송산업개발(주),위탁관리,4,목송산업개발,위탁관리,2,차량수거방식,위탁관리,2,도포식,철근콘크리트구조,985,단일계약,위탁선임,R형,부스타방식,위탁관리,6,137,143,무,30,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,,,,대형상가(텃밭) 공원(아람어린이공원),초등학교(선창초교) 중학교(신가중교) 고등학교(세종고교) 대학교(보건대학교),6,0,Y
A50630603,신창1차남양휴튼,자치관리,2,,위탁관리,4,목송산업개발,위탁관리,2,차량수거방식,위탁관리,2,독이식,철근콘크리트구조,950,종합계약,위탁선임,R형,부스타방식,위탁관리,8,94,343,유,55,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,1호선,,20분초과,공원(신창역사문화공원),초등학교(신창초) 중학교(신창중) 고등학교(진흥고) 대학교(보건대),0,5,Y
A50630604,신가1차중흥파크맨션,위탁관리,2,현대아미스(주),위탁관리,2,현대아미스,위탁관리,2,차량수거방식,관리방식미정,1,도포식,철근콘크리트구조,225,종합계약,위탁선임,P형,고가수조식,위탁관리,11,112,81,무,39,"관리사무소, 노인정, 어린이놀이터",5~10분이내,,,20분초과,공원(신가공원) 기타(극락강역),초등학교(풍영초교),5,0,Y
A50630605,신창해광샹그릴라,위탁관리,3,(주)대기산업,위탁관리,2,대기산업(주),위탁관리,2,차량수거방식,위탁관리,2,"도포식,독이식",철근콘크리트구조,1050,단일계약,위탁선임,P형,부스타방식,위탁관리,10,202,89,무,63,"관리사무소, 자전거보관소",5~10분이내,,,,공원() 기타(광산도서관),초등학교(풍영초교) 중학교(신가중학교),3,3,Y
A50630606,신창5차부영사랑으로,자치관리,5,,위탁관리,5,(주)그린환경개발,위탁관리,4,차량수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,2110,단일계약,상주선임,R형,부스타방식,위탁관리,18,347,398,무,108,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,"관공서(주민센터,우체국) 병원(정형외과,치과,피부과,내과) 공원(신창역사문화공원) 기타(광주교육연수원)",초등학교(수문초등학교) 중학교(진흥중고교) 고등학교(진흥중고교) 대학교(보건대학교),20,5,Y
A50630607,신창5차호반베르디움,위탁관리,6,목송산업개발(주),위탁관리,8,옐림에스(주),위탁관리,7,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,2900,단일계약,상주선임,R형,부스타방식,위탁관리,21,604,697,무,108,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(광주교육연수원) 병원(KS병원),초등학교(수문초교) 중학교(진흥중교) 고등학교(진흥고교) 대학교(보건대학교),15,12,Y
A50630608,풍영리버빌아파트,위탁관리,8,목송산업개발(주),위탁관리,10,목송산업개발,위탁관리,10,음식물쓰레기종량제,위탁관리,3,"도포식,독이식",철근콘크리트구조,3150,단일계약,상주선임,R형,고가수조식,위탁관리,32,787,768,무,134,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5~10분이내,,,,기타(광주교육연수원),초등학교(풍영초교) 중학교(신가중학교) 고등학교(전남공고) 대학교(보건대),52,0,Y
A50630609,신창3차부영,위탁관리,10,성원산업개발(주),위탁관리,10,성원산업개발(주),위탁관리,12,음식물쓰레기종량제,위탁관리,3,독이식,철근콘크리트구조,3600,단일계약,상주선임,R형,부스타방식,위탁관리,51,1054,815,무,252,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5~10분이내,1호선,,20분초과,관공서(광주교육연수원) 병원(ks병원),"초등학교(신창초,선창초,수문초) 중학교(신창중,진흥중) 고등학교(진흥고) 대학교(보건대)",20,20,Y
A50674301,신창3차호반베르디움,자치관리,3,,자치관리,2,,자치관리,4,차량수거방식,위탁관리,3,독이식,철근콘크리트구조,1050,단일계약,상주선임,R형,부스타방식,위탁관리,10,243,233,무,49,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,병원(현대소아과) 공원(신창역사문화공원),초등학교(신창초교) 중학교(진흥중교) 고등학교(진흥고교) 대학교(보건대학교),3,7,Y
A50674302,신창부영2차,위탁관리,8,성원산업개발(주),위탁관리,10,성원산업개발(주),위탁관리,8,거점장비수거방식,위탁관리,3,"도포식,독이식",철근콘크리트구조,4082,단일계약,상주선임,R형,부스타방식,위탁관리,32,982,809,무,278,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,,,,"관공서(신창우체국, 신창주민센터, 수완지구대) 병원(KS병원) 공원(생태휴양공원) 기타(농협, 광주은행, 국민은행, 신협, 우리은행)","초등학교(수문초교) 중학교(신창중교,진흥중교) 고등학교(진흥고교) 대학교(남부대학교, 보건대학교)",18,28,Y
A50674304,신창부영1차,위탁관리,6,주식회사 세종종합관리,위탁관리,4,주식회사세종종합관리,위탁관리,6,음식물쓰레기종량제,위탁관리,3,"도포식,독이식",철근콘크리트구조,2100,단일계약,상주선임,R형,부스타방식,위탁관리,31,469,603,무,160,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,병원(노블치과) 공원(신창역사문화공원),초등학교(신창초교) 중학교(신창중교) 고등학교(전남공고) 대학교(보건대학교),16,6,Y
